,level,left,top,organ
"16,240,80",16,240,80,23_left_ventricle
"16,240,81",16,240,81,23_left_ventricle
"16,240,82",16,240,82,23_left_ventricle
"16,240,83",16,240,83,23_left_ventricle
"16,240,84",16,240,84,23_left_ventricle
"16,240,85",16,240,85,23_left_ventricle
"16,240,86",16,240,86,23_left_ventricle
"16,240,87",16,240,87,23_left_ventricle
"16,240,88",16,240,88,23_left_ventricle
"16,240,89",16,240,89,23_left_ventricle
"16,240,90",16,240,90,23_left_ventricle
"16,240,91",16,240,91,23_left_ventricle
"16,240,92",16,240,92,23_left_ventricle
"16,240,102",16,240,102,31_NEC
"16,240,103",16,240,103,31_NEC
"16,240,104",16,240,104,31_NEC
"16,240,105",16,240,105,31_NEC
"16,240,106",16,240,106,31_NEC
"16,240,107",16,240,107,31_NEC
"16,240,108",16,240,108,31_NEC
"16,240,109",16,240,109,31_NEC
"16,240,110",16,240,110,31_NEC
"16,240,111",16,240,111,31_NEC
"16,240,112",16,240,112,31_NEC
"16,240,113",16,240,113,31_NEC
"16,240,114",16,240,114,31_NEC
"16,240,115",16,240,115,31_NEC
"16,240,116",16,240,116,31_NEC
"16,240,117",16,240,117,31_NEC
"16,240,118",16,240,118,31_NEC
"16,240,119",16,240,119,31_NEC
"16,240,120",16,240,120,31_NEC
"16,240,121",16,240,121,31_NEC
"16,240,130",16,240,130,38_EBVGC
"16,240,131",16,240,131,38_EBVGC
"16,240,132",16,240,132,38_EBVGC
"16,240,133",16,240,133,38_EBVGC
"16,240,134",16,240,134,38_EBVGC
"16,240,135",16,240,135,38_EBVGC
"16,240,136",16,240,136,38_EBVGC
"16,240,137",16,240,137,38_EBVGC
"16,240,138",16,240,138,38_EBVGC
"16,240,139",16,240,139,38_EBVGC
"16,240,140",16,240,140,38_EBVGC
"16,240,141",16,240,141,38_EBVGC
"16,240,142",16,240,142,38_EBVGC
"16,240,143",16,240,143,38_EBVGC
"16,240,144",16,240,144,38_EBVGC
"16,240,145",16,240,145,38_EBVGC
"16,240,146",16,240,146,38_EBVGC
"16,240,147",16,240,147,38_EBVGC
"16,240,148",16,240,148,38_EBVGC
"16,240,149",16,240,149,38_EBVGC
"16,240,150",16,240,150,38_EBVGC
"16,240,151",16,240,151,38_EBVGC
"16,240,152",16,240,152,38_EBVGC
"16,240,153",16,240,153,38_EBVGC
"16,240,162",16,240,162,46_aorta
"16,240,163",16,240,163,46_aorta
"16,240,164",16,240,164,46_aorta
"16,240,166",16,240,166,46_aorta
"16,240,167",16,240,167,46_aorta
"16,240,168",16,240,168,46_aorta
"16,240,169",16,240,169,46_aorta
"16,240,170",16,240,170,46_aorta
"16,240,171",16,240,171,46_aorta
"16,240,172",16,240,172,46_aorta
"16,240,173",16,240,173,46_aorta
"16,240,174",16,240,174,46_aorta
"16,240,175",16,240,175,46_aorta
"16,240,180",16,240,180,46_aorta
"16,240,181",16,240,181,46_aorta
"16,240,182",16,240,182,46_aorta
"16,240,183",16,240,183,46_aorta
"16,241,8",16,241,8,08_renal_medulla
"16,241,9",16,241,9,08_renal_medulla
"16,241,10",16,241,10,08_renal_medulla
"16,241,11",16,241,11,08_renal_medulla
"16,241,12",16,241,12,08_renal_medulla
"16,241,13",16,241,13,08_renal_medulla
"16,241,14",16,241,14,08_renal_medulla
"16,241,15",16,241,15,08_renal_medulla
"16,241,16",16,241,16,08_renal_medulla
"16,241,17",16,241,17,08_renal_medulla
"16,241,18",16,241,18,08_renal_medulla
"16,241,19",16,241,19,08_renal_medulla
"16,241,20",16,241,20,08_renal_medulla
"16,241,21",16,241,21,08_renal_medulla
"16,241,22",16,241,22,08_renal_medulla
"16,241,23",16,241,23,08_renal_medulla
"16,241,24",16,241,24,08_renal_medulla
"16,241,25",16,241,25,08_renal_medulla
"16,241,26",16,241,26,08_renal_medulla
"16,241,27",16,241,27,08_renal_medulla
"16,241,28",16,241,28,08_renal_medulla
"16,241,29",16,241,29,08_renal_medulla
"16,241,42",16,241,42,15_spleen
"16,241,43",16,241,43,15_spleen
"16,241,44",16,241,44,15_spleen
"16,241,45",16,241,45,15_spleen
"16,241,46",16,241,46,15_spleen
"16,241,47",16,241,47,15_spleen
"16,241,48",16,241,48,15_spleen
"16,241,49",16,241,49,15_spleen
"16,241,50",16,241,50,15_spleen
"16,241,51",16,241,51,15_spleen
"16,241,52",16,241,52,15_spleen
"16,241,53",16,241,53,15_spleen
"16,241,54",16,241,54,15_spleen
"16,241,55",16,241,55,15_spleen
"16,241,72",16,241,72,23_left_ventricle
"16,241,73",16,241,73,23_left_ventricle
"16,241,74",16,241,74,23_left_ventricle
"16,241,75",16,241,75,23_left_ventricle
"16,241,76",16,241,76,23_left_ventricle
"16,241,77",16,241,77,23_left_ventricle
"16,241,78",16,241,78,23_left_ventricle
"16,241,79",16,241,79,23_left_ventricle
"16,241,80",16,241,80,23_left_ventricle
"16,241,81",16,241,81,23_left_ventricle
"16,241,82",16,241,82,23_left_ventricle
"16,241,83",16,241,83,23_left_ventricle
"16,241,84",16,241,84,23_left_ventricle
"16,241,85",16,241,85,23_left_ventricle
"16,241,86",16,241,86,23_left_ventricle
"16,241,87",16,241,87,23_left_ventricle
"16,241,88",16,241,88,23_left_ventricle
"16,241,89",16,241,89,23_left_ventricle
"16,241,90",16,241,90,23_left_ventricle
"16,241,91",16,241,91,23_left_ventricle
"16,241,92",16,241,92,23_left_ventricle
"16,241,93",16,241,93,23_left_ventricle
"16,241,102",16,241,102,31_NEC
"16,241,103",16,241,103,31_NEC
"16,241,104",16,241,104,31_NEC
"16,241,105",16,241,105,31_NEC
"16,241,106",16,241,106,31_NEC
"16,241,107",16,241,107,31_NEC
"16,241,108",16,241,108,31_NEC
"16,241,109",16,241,109,31_NEC
"16,241,110",16,241,110,31_NEC
"16,241,111",16,241,111,31_NEC
"16,241,112",16,241,112,31_NEC
"16,241,113",16,241,113,31_NEC
"16,241,114",16,241,114,31_NEC
"16,241,115",16,241,115,31_NEC
"16,241,116",16,241,116,31_NEC
"16,241,117",16,241,117,31_NEC
"16,241,118",16,241,118,31_NEC
"16,241,119",16,241,119,31_NEC
"16,241,120",16,241,120,31_NEC
"16,241,121",16,241,121,31_NEC
"16,241,130",16,241,130,38_EBVGC
"16,241,131",16,241,131,38_EBVGC
"16,241,132",16,241,132,38_EBVGC
"16,241,133",16,241,133,38_EBVGC
"16,241,134",16,241,134,38_EBVGC
"16,241,135",16,241,135,38_EBVGC
"16,241,136",16,241,136,38_EBVGC
"16,241,137",16,241,137,38_EBVGC
"16,241,138",16,241,138,38_EBVGC
"16,241,139",16,241,139,38_EBVGC
"16,241,140",16,241,140,38_EBVGC
"16,241,141",16,241,141,38_EBVGC
"16,241,142",16,241,142,38_EBVGC
"16,241,143",16,241,143,38_EBVGC
"16,241,144",16,241,144,38_EBVGC
"16,241,145",16,241,145,38_EBVGC
"16,241,146",16,241,146,38_EBVGC
"16,241,147",16,241,147,38_EBVGC
"16,241,148",16,241,148,38_EBVGC
"16,241,149",16,241,149,38_EBVGC
"16,241,150",16,241,150,38_EBVGC
"16,241,151",16,241,151,38_EBVGC
"16,241,152",16,241,152,38_EBVGC
"16,241,153",16,241,153,38_EBVGC
"16,241,162",16,241,162,46_aorta
"16,241,172",16,241,172,46_aorta
"16,241,180",16,241,180,46_aorta
"16,241,181",16,241,181,46_aorta
"16,241,182",16,241,182,46_aorta
"16,241,183",16,241,183,46_aorta
"16,242,8",16,242,8,08_renal_medulla
"16,242,9",16,242,9,08_renal_medulla
"16,242,10",16,242,10,08_renal_medulla
"16,242,11",16,242,11,08_renal_medulla
"16,242,12",16,242,12,08_renal_medulla
"16,242,13",16,242,13,08_renal_medulla
"16,242,14",16,242,14,08_renal_medulla
"16,242,15",16,242,15,08_renal_medulla
"16,242,16",16,242,16,08_renal_medulla
"16,242,17",16,242,17,08_renal_medulla
"16,242,18",16,242,18,08_renal_medulla
"16,242,19",16,242,19,08_renal_medulla
"16,242,20",16,242,20,08_renal_medulla
"16,242,21",16,242,21,08_renal_medulla
"16,242,22",16,242,22,08_renal_medulla
"16,242,23",16,242,23,08_renal_medulla
"16,242,24",16,242,24,08_renal_medulla
"16,242,25",16,242,25,08_renal_medulla
"16,242,26",16,242,26,08_renal_medulla
"16,242,27",16,242,27,08_renal_medulla
"16,242,28",16,242,28,08_renal_medulla
"16,242,29",16,242,29,08_renal_medulla
"16,242,42",16,242,42,15_spleen
"16,242,43",16,242,43,15_spleen
"16,242,44",16,242,44,15_spleen
"16,242,45",16,242,45,15_spleen
"16,242,46",16,242,46,15_spleen
"16,242,47",16,242,47,15_spleen
"16,242,48",16,242,48,15_spleen
"16,242,49",16,242,49,15_spleen
"16,242,50",16,242,50,15_spleen
"16,242,51",16,242,51,15_spleen
"16,242,52",16,242,52,15_spleen
"16,242,53",16,242,53,15_spleen
"16,242,54",16,242,54,15_spleen
"16,242,55",16,242,55,15_spleen
"16,242,72",16,242,72,23_left_ventricle
"16,242,73",16,242,73,23_left_ventricle
"16,242,74",16,242,74,23_left_ventricle
"16,242,75",16,242,75,23_left_ventricle
"16,242,76",16,242,76,23_left_ventricle
"16,242,77",16,242,77,23_left_ventricle
"16,242,78",16,242,78,23_left_ventricle
"16,242,79",16,242,79,23_left_ventricle
"16,242,80",16,242,80,23_left_ventricle
"16,242,81",16,242,81,23_left_ventricle
"16,242,82",16,242,82,23_left_ventricle
"16,242,83",16,242,83,23_left_ventricle
"16,242,84",16,242,84,23_left_ventricle
"16,242,85",16,242,85,23_left_ventricle
"16,242,86",16,242,86,23_left_ventricle
"16,242,87",16,242,87,23_left_ventricle
"16,242,88",16,242,88,23_left_ventricle
"16,242,89",16,242,89,23_left_ventricle
"16,242,90",16,242,90,23_left_ventricle
"16,242,91",16,242,91,23_left_ventricle
"16,242,92",16,242,92,23_left_ventricle
"16,242,93",16,242,93,23_left_ventricle
"16,242,102",16,242,102,31_NEC
"16,242,103",16,242,103,31_NEC
"16,242,104",16,242,104,31_NEC
"16,242,105",16,242,105,31_NEC
"16,242,106",16,242,106,31_NEC
"16,242,107",16,242,107,31_NEC
"16,242,108",16,242,108,31_NEC
"16,242,109",16,242,109,31_NEC
"16,242,110",16,242,110,31_NEC
"16,242,111",16,242,111,31_NEC
"16,242,112",16,242,112,31_NEC
"16,242,113",16,242,113,31_NEC
"16,242,114",16,242,114,31_NEC
"16,242,115",16,242,115,31_NEC
"16,242,116",16,242,116,31_NEC
"16,242,117",16,242,117,31_NEC
"16,242,118",16,242,118,31_NEC
"16,242,119",16,242,119,31_NEC
"16,242,120",16,242,120,31_NEC
"16,242,121",16,242,121,31_NEC
"16,242,130",16,242,130,38_EBVGC
"16,242,131",16,242,131,38_EBVGC
"16,242,132",16,242,132,38_EBVGC
"16,242,133",16,242,133,38_EBVGC
"16,242,134",16,242,134,38_EBVGC
"16,242,135",16,242,135,38_EBVGC
"16,242,136",16,242,136,38_EBVGC
"16,242,137",16,242,137,38_EBVGC
"16,242,138",16,242,138,38_EBVGC
"16,242,139",16,242,139,38_EBVGC
"16,242,140",16,242,140,38_EBVGC
"16,242,141",16,242,141,38_EBVGC
"16,242,142",16,242,142,38_EBVGC
"16,242,143",16,242,143,38_EBVGC
"16,242,144",16,242,144,38_EBVGC
"16,242,145",16,242,145,38_EBVGC
"16,242,146",16,242,146,38_EBVGC
"16,242,147",16,242,147,38_EBVGC
"16,242,148",16,242,148,38_EBVGC
"16,242,149",16,242,149,38_EBVGC
"16,242,150",16,242,150,38_EBVGC
"16,242,151",16,242,151,38_EBVGC
"16,242,152",16,242,152,38_EBVGC
"16,242,153",16,242,153,38_EBVGC
"16,242,170",16,242,170,46_aorta
"16,242,171",16,242,171,46_aorta
"16,242,175",16,242,175,46_aorta
"16,242,176",16,242,176,46_aorta
"16,242,177",16,242,177,46_aorta
"16,242,178",16,242,178,46_aorta
"16,242,179",16,242,179,46_aorta
"16,242,180",16,242,180,46_aorta
"16,242,181",16,242,181,46_aorta
"16,242,182",16,242,182,46_aorta
"16,242,183",16,242,183,46_aorta
"16,243,9",16,243,9,08_renal_medulla
"16,243,10",16,243,10,08_renal_medulla
"16,243,11",16,243,11,08_renal_medulla
"16,243,12",16,243,12,08_renal_medulla
"16,243,13",16,243,13,08_renal_medulla
"16,243,14",16,243,14,08_renal_medulla
"16,243,15",16,243,15,08_renal_medulla
"16,243,16",16,243,16,08_renal_medulla
"16,243,17",16,243,17,08_renal_medulla
"16,243,18",16,243,18,08_renal_medulla
"16,243,19",16,243,19,08_renal_medulla
"16,243,20",16,243,20,08_renal_medulla
"16,243,21",16,243,21,08_renal_medulla
"16,243,22",16,243,22,08_renal_medulla
"16,243,23",16,243,23,08_renal_medulla
"16,243,24",16,243,24,08_renal_medulla
"16,243,25",16,243,25,08_renal_medulla
"16,243,26",16,243,26,08_renal_medulla
"16,243,27",16,243,27,08_renal_medulla
"16,243,28",16,243,28,08_renal_medulla
"16,243,29",16,243,29,08_renal_medulla
"16,243,42",16,243,42,15_spleen
"16,243,43",16,243,43,15_spleen
"16,243,44",16,243,44,15_spleen
"16,243,45",16,243,45,15_spleen
"16,243,46",16,243,46,15_spleen
"16,243,47",16,243,47,15_spleen
"16,243,48",16,243,48,15_spleen
"16,243,49",16,243,49,15_spleen
"16,243,50",16,243,50,15_spleen
"16,243,51",16,243,51,15_spleen
"16,243,52",16,243,52,15_spleen
"16,243,53",16,243,53,15_spleen
"16,243,54",16,243,54,15_spleen
"16,243,55",16,243,55,15_spleen
"16,243,56",16,243,56,15_spleen
"16,243,72",16,243,72,23_left_ventricle
"16,243,73",16,243,73,23_left_ventricle
"16,243,74",16,243,74,23_left_ventricle
"16,243,75",16,243,75,23_left_ventricle
"16,243,76",16,243,76,23_left_ventricle
"16,243,77",16,243,77,23_left_ventricle
"16,243,78",16,243,78,23_left_ventricle
"16,243,79",16,243,79,23_left_ventricle
"16,243,80",16,243,80,23_left_ventricle
"16,243,81",16,243,81,23_left_ventricle
"16,243,82",16,243,82,23_left_ventricle
"16,243,83",16,243,83,23_left_ventricle
"16,243,84",16,243,84,23_left_ventricle
"16,243,85",16,243,85,23_left_ventricle
"16,243,86",16,243,86,23_left_ventricle
"16,243,87",16,243,87,23_left_ventricle
"16,243,88",16,243,88,23_left_ventricle
"16,243,89",16,243,89,23_left_ventricle
"16,243,90",16,243,90,23_left_ventricle
"16,243,91",16,243,91,23_left_ventricle
"16,243,92",16,243,92,23_left_ventricle
"16,243,93",16,243,93,23_left_ventricle
"16,243,101",16,243,101,31_NEC
"16,243,102",16,243,102,31_NEC
"16,243,103",16,243,103,31_NEC
"16,243,104",16,243,104,31_NEC
"16,243,105",16,243,105,31_NEC
"16,243,106",16,243,106,31_NEC
"16,243,107",16,243,107,31_NEC
"16,243,108",16,243,108,31_NEC
"16,243,109",16,243,109,31_NEC
"16,243,110",16,243,110,31_NEC
"16,243,111",16,243,111,31_NEC
"16,243,112",16,243,112,31_NEC
"16,243,113",16,243,113,31_NEC
"16,243,114",16,243,114,31_NEC
"16,243,115",16,243,115,31_NEC
"16,243,116",16,243,116,31_NEC
"16,243,117",16,243,117,31_NEC
"16,243,118",16,243,118,31_NEC
"16,243,119",16,243,119,31_NEC
"16,243,120",16,243,120,31_NEC
"16,243,121",16,243,121,31_NEC
"16,243,122",16,243,122,31_NEC
"16,243,130",16,243,130,38_EBVGC
"16,243,131",16,243,131,38_EBVGC
"16,243,132",16,243,132,38_EBVGC
"16,243,133",16,243,133,38_EBVGC
"16,243,134",16,243,134,38_EBVGC
"16,243,135",16,243,135,38_EBVGC
"16,243,136",16,243,136,38_EBVGC
"16,243,137",16,243,137,38_EBVGC
"16,243,138",16,243,138,38_EBVGC
"16,243,139",16,243,139,38_EBVGC
"16,243,140",16,243,140,38_EBVGC
"16,243,141",16,243,141,38_EBVGC
"16,243,142",16,243,142,38_EBVGC
"16,243,143",16,243,143,38_EBVGC
"16,243,144",16,243,144,38_EBVGC
"16,243,145",16,243,145,38_EBVGC
"16,243,146",16,243,146,38_EBVGC
"16,243,147",16,243,147,38_EBVGC
"16,243,148",16,243,148,38_EBVGC
"16,243,149",16,243,149,38_EBVGC
"16,243,150",16,243,150,38_EBVGC
"16,243,151",16,243,151,38_EBVGC
"16,243,152",16,243,152,38_EBVGC
"16,243,153",16,243,153,38_EBVGC
"16,243,154",16,243,154,38_EBVGC
"16,243,162",16,243,162,46_aorta
"16,243,163",16,243,163,46_aorta
"16,243,164",16,243,164,46_aorta
"16,243,165",16,243,165,46_aorta
"16,243,167",16,243,167,46_aorta
"16,243,168",16,243,168,46_aorta
"16,243,169",16,243,169,46_aorta
"16,243,170",16,243,170,46_aorta
"16,243,171",16,243,171,46_aorta
"16,243,172",16,243,172,46_aorta
"16,243,173",16,243,173,46_aorta
"16,243,174",16,243,174,46_aorta
"16,243,175",16,243,175,46_aorta
"16,243,176",16,243,176,46_aorta
"16,243,177",16,243,177,46_aorta
"16,243,178",16,243,178,46_aorta
"16,243,179",16,243,179,46_aorta
"16,243,180",16,243,180,46_aorta
"16,243,181",16,243,181,46_aorta
"16,243,182",16,243,182,46_aorta
"16,243,183",16,243,183,46_aorta
"16,244,10",16,244,10,08_renal_medulla
"16,244,11",16,244,11,08_renal_medulla
"16,244,12",16,244,12,08_renal_medulla
"16,244,13",16,244,13,08_renal_medulla
"16,244,14",16,244,14,08_renal_medulla
"16,244,15",16,244,15,08_renal_medulla
"16,244,16",16,244,16,08_renal_medulla
"16,244,17",16,244,17,08_renal_medulla
"16,244,18",16,244,18,08_renal_medulla
"16,244,19",16,244,19,08_renal_medulla
"16,244,20",16,244,20,08_renal_medulla
"16,244,21",16,244,21,08_renal_medulla
"16,244,22",16,244,22,08_renal_medulla
"16,244,23",16,244,23,08_renal_medulla
"16,244,24",16,244,24,08_renal_medulla
"16,244,25",16,244,25,08_renal_medulla
"16,244,26",16,244,26,08_renal_medulla
"16,244,27",16,244,27,08_renal_medulla
"16,244,28",16,244,28,08_renal_medulla
"16,244,29",16,244,29,08_renal_medulla
"16,244,42",16,244,42,15_spleen
"16,244,43",16,244,43,15_spleen
"16,244,44",16,244,44,15_spleen
"16,244,45",16,244,45,15_spleen
"16,244,46",16,244,46,15_spleen
"16,244,47",16,244,47,15_spleen
"16,244,48",16,244,48,15_spleen
"16,244,49",16,244,49,15_spleen
"16,244,50",16,244,50,15_spleen
"16,244,51",16,244,51,15_spleen
"16,244,52",16,244,52,15_spleen
"16,244,53",16,244,53,15_spleen
"16,244,54",16,244,54,15_spleen
"16,244,55",16,244,55,15_spleen
"16,244,56",16,244,56,15_spleen
"16,244,57",16,244,57,15_spleen
"16,244,72",16,244,72,23_left_ventricle
"16,244,73",16,244,73,23_left_ventricle
"16,244,74",16,244,74,23_left_ventricle
"16,244,75",16,244,75,23_left_ventricle
"16,244,76",16,244,76,23_left_ventricle
"16,244,77",16,244,77,23_left_ventricle
"16,244,78",16,244,78,23_left_ventricle
"16,244,79",16,244,79,23_left_ventricle
"16,244,80",16,244,80,23_left_ventricle
"16,244,81",16,244,81,23_left_ventricle
"16,244,82",16,244,82,23_left_ventricle
"16,244,83",16,244,83,23_left_ventricle
"16,244,84",16,244,84,23_left_ventricle
"16,244,85",16,244,85,23_left_ventricle
"16,244,86",16,244,86,23_left_ventricle
"16,244,87",16,244,87,23_left_ventricle
"16,244,88",16,244,88,23_left_ventricle
"16,244,89",16,244,89,23_left_ventricle
"16,244,90",16,244,90,23_left_ventricle
"16,244,91",16,244,91,23_left_ventricle
"16,244,92",16,244,92,23_left_ventricle
"16,244,93",16,244,93,23_left_ventricle
"16,244,101",16,244,101,31_NEC
"16,244,102",16,244,102,31_NEC
"16,244,103",16,244,103,31_NEC
"16,244,104",16,244,104,31_NEC
"16,244,105",16,244,105,31_NEC
"16,244,106",16,244,106,31_NEC
"16,244,107",16,244,107,31_NEC
"16,244,108",16,244,108,31_NEC
"16,244,109",16,244,109,31_NEC
"16,244,110",16,244,110,31_NEC
"16,244,111",16,244,111,31_NEC
"16,244,112",16,244,112,31_NEC
"16,244,113",16,244,113,31_NEC
"16,244,114",16,244,114,31_NEC
"16,244,115",16,244,115,31_NEC
"16,244,116",16,244,116,31_NEC
"16,244,117",16,244,117,31_NEC
"16,244,118",16,244,118,31_NEC
"16,244,119",16,244,119,31_NEC
"16,244,120",16,244,120,31_NEC
"16,244,121",16,244,121,31_NEC
"16,244,122",16,244,122,31_NEC
"16,244,131",16,244,131,38_EBVGC
"16,244,132",16,244,132,38_EBVGC
"16,244,133",16,244,133,38_EBVGC
"16,244,134",16,244,134,38_EBVGC
"16,244,135",16,244,135,38_EBVGC
"16,244,136",16,244,136,38_EBVGC
"16,244,137",16,244,137,38_EBVGC
"16,244,138",16,244,138,38_EBVGC
"16,244,139",16,244,139,38_EBVGC
"16,244,140",16,244,140,38_EBVGC
"16,244,141",16,244,141,38_EBVGC
"16,244,142",16,244,142,38_EBVGC
"16,244,143",16,244,143,38_EBVGC
"16,244,144",16,244,144,38_EBVGC
"16,244,145",16,244,145,38_EBVGC
"16,244,146",16,244,146,38_EBVGC
"16,244,147",16,244,147,38_EBVGC
"16,244,148",16,244,148,38_EBVGC
"16,244,149",16,244,149,38_EBVGC
"16,244,150",16,244,150,38_EBVGC
"16,244,151",16,244,151,38_EBVGC
"16,244,152",16,244,152,38_EBVGC
"16,244,153",16,244,153,38_EBVGC
"16,244,162",16,244,162,46_aorta
"16,244,163",16,244,163,46_aorta
"16,244,164",16,244,164,46_aorta
"16,244,165",16,244,165,46_aorta
"16,244,166",16,244,166,46_aorta
"16,244,167",16,244,167,46_aorta
"16,244,168",16,244,168,46_aorta
"16,244,169",16,244,169,46_aorta
"16,244,170",16,244,170,46_aorta
"16,244,171",16,244,171,46_aorta
"16,244,172",16,244,172,46_aorta
"16,244,173",16,244,173,46_aorta
"16,244,174",16,244,174,46_aorta
"16,244,175",16,244,175,46_aorta
"16,244,176",16,244,176,46_aorta
"16,244,177",16,244,177,46_aorta
"16,244,178",16,244,178,46_aorta
"16,244,179",16,244,179,46_aorta
"16,244,180",16,244,180,46_aorta
"16,244,181",16,244,181,46_aorta
"16,244,182",16,244,182,46_aorta
"16,244,183",16,244,183,46_aorta
"16,245,10",16,245,10,08_renal_medulla
"16,245,11",16,245,11,08_renal_medulla
"16,245,12",16,245,12,08_renal_medulla
"16,245,13",16,245,13,08_renal_medulla
"16,245,14",16,245,14,08_renal_medulla
"16,245,15",16,245,15,08_renal_medulla
"16,245,16",16,245,16,08_renal_medulla
"16,245,17",16,245,17,08_renal_medulla
"16,245,18",16,245,18,08_renal_medulla
"16,245,19",16,245,19,08_renal_medulla
"16,245,20",16,245,20,08_renal_medulla
"16,245,21",16,245,21,08_renal_medulla
"16,245,22",16,245,22,08_renal_medulla
"16,245,23",16,245,23,08_renal_medulla
"16,245,24",16,245,24,08_renal_medulla
"16,245,25",16,245,25,08_renal_medulla
"16,245,26",16,245,26,08_renal_medulla
"16,245,27",16,245,27,08_renal_medulla
"16,245,28",16,245,28,08_renal_medulla
"16,245,29",16,245,29,08_renal_medulla
"16,245,42",16,245,42,15_spleen
"16,245,43",16,245,43,15_spleen
"16,245,44",16,245,44,15_spleen
"16,245,45",16,245,45,15_spleen
"16,245,46",16,245,46,15_spleen
"16,245,47",16,245,47,15_spleen
"16,245,48",16,245,48,15_spleen
"16,245,49",16,245,49,15_spleen
"16,245,50",16,245,50,15_spleen
"16,245,51",16,245,51,15_spleen
"16,245,52",16,245,52,15_spleen
"16,245,53",16,245,53,15_spleen
"16,245,54",16,245,54,15_spleen
"16,245,55",16,245,55,15_spleen
"16,245,56",16,245,56,15_spleen
"16,245,57",16,245,57,15_spleen
"16,245,72",16,245,72,23_left_ventricle
"16,245,73",16,245,73,23_left_ventricle
"16,245,74",16,245,74,23_left_ventricle
"16,245,75",16,245,75,23_left_ventricle
"16,245,76",16,245,76,23_left_ventricle
"16,245,77",16,245,77,23_left_ventricle
"16,245,78",16,245,78,23_left_ventricle
"16,245,79",16,245,79,23_left_ventricle
"16,245,80",16,245,80,23_left_ventricle
"16,245,81",16,245,81,23_left_ventricle
"16,245,82",16,245,82,23_left_ventricle
"16,245,83",16,245,83,23_left_ventricle
"16,245,84",16,245,84,23_left_ventricle
"16,245,85",16,245,85,23_left_ventricle
"16,245,86",16,245,86,23_left_ventricle
"16,245,87",16,245,87,23_left_ventricle
"16,245,88",16,245,88,23_left_ventricle
"16,245,89",16,245,89,23_left_ventricle
"16,245,90",16,245,90,23_left_ventricle
"16,245,91",16,245,91,23_left_ventricle
"16,245,92",16,245,92,23_left_ventricle
"16,245,93",16,245,93,23_left_ventricle
"16,245,101",16,245,101,31_NEC
"16,245,102",16,245,102,31_NEC
"16,245,103",16,245,103,31_NEC
"16,245,104",16,245,104,31_NEC
"16,245,105",16,245,105,31_NEC
"16,245,106",16,245,106,31_NEC
"16,245,107",16,245,107,31_NEC
"16,245,108",16,245,108,31_NEC
"16,245,109",16,245,109,31_NEC
"16,245,110",16,245,110,31_NEC
"16,245,111",16,245,111,31_NEC
"16,245,112",16,245,112,31_NEC
"16,245,113",16,245,113,31_NEC
"16,245,114",16,245,114,31_NEC
"16,245,115",16,245,115,31_NEC
"16,245,116",16,245,116,31_NEC
"16,245,117",16,245,117,31_NEC
"16,245,118",16,245,118,31_NEC
"16,245,119",16,245,119,31_NEC
"16,245,120",16,245,120,31_NEC
"16,245,121",16,245,121,31_NEC
"16,245,122",16,245,122,31_NEC
"16,245,131",16,245,131,38_EBVGC
"16,245,132",16,245,132,38_EBVGC
"16,245,133",16,245,133,38_EBVGC
"16,245,134",16,245,134,38_EBVGC
"16,245,135",16,245,135,38_EBVGC
"16,245,136",16,245,136,38_EBVGC
"16,245,137",16,245,137,38_EBVGC
"16,245,138",16,245,138,38_EBVGC
"16,245,139",16,245,139,38_EBVGC
"16,245,140",16,245,140,38_EBVGC
"16,245,141",16,245,141,38_EBVGC
"16,245,142",16,245,142,38_EBVGC
"16,245,143",16,245,143,38_EBVGC
"16,245,144",16,245,144,38_EBVGC
"16,245,145",16,245,145,38_EBVGC
"16,245,146",16,245,146,38_EBVGC
"16,245,147",16,245,147,38_EBVGC
"16,245,148",16,245,148,38_EBVGC
"16,245,149",16,245,149,38_EBVGC
"16,245,150",16,245,150,38_EBVGC
"16,245,151",16,245,151,38_EBVGC
"16,245,152",16,245,152,38_EBVGC
"16,245,153",16,245,153,38_EBVGC
"16,245,162",16,245,162,46_aorta
"16,245,163",16,245,163,46_aorta
"16,245,164",16,245,164,46_aorta
"16,245,165",16,245,165,46_aorta
"16,245,166",16,245,166,46_aorta
"16,245,167",16,245,167,46_aorta
"16,245,168",16,245,168,46_aorta
"16,245,169",16,245,169,46_aorta
"16,245,170",16,245,170,46_aorta
"16,245,171",16,245,171,46_aorta
"16,245,172",16,245,172,46_aorta
"16,245,173",16,245,173,46_aorta
"16,245,174",16,245,174,46_aorta
"16,245,175",16,245,175,46_aorta
"16,245,176",16,245,176,46_aorta
"16,245,177",16,245,177,46_aorta
"16,245,178",16,245,178,46_aorta
"16,245,179",16,245,179,46_aorta
"16,245,180",16,245,180,46_aorta
"16,245,181",16,245,181,46_aorta
"16,245,182",16,245,182,46_aorta
"16,246,10",16,246,10,08_renal_medulla
"16,246,11",16,246,11,08_renal_medulla
"16,246,12",16,246,12,08_renal_medulla
"16,246,13",16,246,13,08_renal_medulla
"16,246,14",16,246,14,08_renal_medulla
"16,246,15",16,246,15,08_renal_medulla
"16,246,16",16,246,16,08_renal_medulla
"16,246,17",16,246,17,08_renal_medulla
"16,246,18",16,246,18,08_renal_medulla
"16,246,19",16,246,19,08_renal_medulla
"16,246,20",16,246,20,08_renal_medulla
"16,246,21",16,246,21,08_renal_medulla
"16,246,22",16,246,22,08_renal_medulla
